#,Thermostat,identifier,511881595382
#,Thermostat,name,Main Floor
#,Start,date,2022-06-01
#,End,date,2022-06-30

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (C),Heat Set Temp (C),Current Temp (C),Current Humidity (%RH),Outdoor Temp (C),Wind Speed (km/h),Cool Stage 1 (sec),Cool Stage 2 (sec),Heat Stage 1 (sec),Heat Stage 2 (sec),Aux Heat 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (C),Thermostat Humidity (%RH),Thermostat Motion
2022-06-01,00:00:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.4,51,22.2,0,0,0,0,0,0,0,,25.4,51,0,
2022-06-01,00:05:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.3,51,22.2,0,0,0,0,0,0,210,,25.3,51,0,
2022-06-01,00:10:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.3,52,22.2,0,0,0,0,0,0,240,,25.3,52,0,
2022-06-01,00:15:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.3,52,22.2,0,0,0,0,0,0,0,,25.3,52,0,
2022-06-01,00:20:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.3,52,22.2,0,0,0,0,0,0,210,,25.3,52,0,
2022-06-01,00:25:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.3,52,22.2,0,0,0,0,0,0,240,,25.3,52,0,
2022-06-01,00:30:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.3,52,21.8,0,0,0,0,0,0,0,,25.3,52,0,
2022-06-01,00:35:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,53,21.8,0,0,0,0,0,0,210,,25.2,53,0,
2022-06-01,00:40:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,53,21.8,0,0,0,0,0,0,240,,25.2,53,0,
2022-06-01,00:45:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,53,21.8,0,0,0,0,0,0,0,,25.2,53,0,
2022-06-01,00:50:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,53,21.8,0,0,0,0,0,0,210,,25.2,53,0,
2022-06-01,00:55:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,54,21.8,0,0,0,0,0,0,240,,25.2,54,0,
2022-06-01,01:00:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,55,21.6,0,0,0,0,0,0,0,,25.2,55,0,
2022-06-01,01:05:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,55,21.6,0,0,0,0,0,0,210,,25.2,55,0,
2022-06-01,01:10:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,55,21.6,0,0,0,0,0,0,240,,25.2,55,0,
2022-06-01,01:15:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.2,55,21.6,0,0,0,0,0,0,0,,25.2,55,0,
2022-06-01,01:20:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.6,0,0,0,0,0,0,210,,25.1,55,0,
2022-06-01,01:25:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.6,0,0,0,0,0,0,240,,25.1,55,0,
2022-06-01,01:30:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.1,0,0,0,0,0,0,0,,25.1,55,0,
2022-06-01,01:35:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.1,0,0,0,0,0,0,210,,25.1,55,0,
2022-06-01,01:40:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.1,0,0,0,0,0,0,240,,25.1,55,0,
2022-06-01,01:45:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.1,0,0,0,0,0,0,0,,25.1,55,0,
2022-06-01,01:50:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.1,0,0,0,0,0,0,210,,25.1,55,0,
2022-06-01,01:55:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,21.1,0,0,0,0,0,0,240,,25.1,55,0,
2022-06-01,02:00:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25.1,55,20.7,0,0,0,0,0,0,0,,25.1,55,0,
2022-06-01,02:05:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25,56,20.7,0,0,0,0,0,0,210,,25,56,0,
2022-06-01,02:10:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25,55,20.7,0,0,0,0,0,0,240,,25,55,0,
2022-06-01,02:15:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25,56,20.7,0,0,0,0,0,0,0,,25,56,0,
2022-06-01,02:20:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25,56,20.7,0,0,0,0,0,0,210,,25,56,0,
2022-06-01,02:25:00,auto,compressorCoolOff,,Sleep,26.1,21.1,25,56,20.7,0,0,0,0,0,0,240,,25,56,0,
