#,Thermostat,identifier,511881595382
#,Thermostat,name,Main Floor
#,Start,date,2022-07-01
#,End,date,2022-07-31

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (C),Heat Set Temp (C),Current Temp (C),Current Humidity (%RH),Outdoor Temp (C),Wind Speed (km/h),Cool Stage 1 (sec),Cool Stage 2 (sec),Heat Stage 1 (sec),Heat Stage 2 (sec),Aux Heat 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (C),Thermostat Humidity (%RH),Thermostat Motion
2022-07-01,00:00:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.5,53,20.9,0,0,0,0,0,0,300,,24.5,53,0,
2022-07-01,00:05:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.5,53,20.9,0,0,0,0,0,0,75,,24.5,53,0,
2022-07-01,00:10:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,53,20.9,0,0,0,0,0,0,75,,24.4,53,0,
2022-07-01,00:15:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,53,20.9,0,0,0,0,0,0,300,,24.4,53,0,
2022-07-01,00:20:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,52,20.9,0,0,0,0,0,0,75,,24.4,52,0,
2022-07-01,00:25:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,52,20.9,0,0,0,0,0,0,75,,24.4,52,0,
2022-07-01,00:30:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,52,20.6,0,0,0,0,0,0,300,,24.4,52,0,
2022-07-01,00:35:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,52,20.6,0,0,0,0,0,0,75,,24.4,52,0,
2022-07-01,00:40:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,52,20.6,0,0,0,0,0,0,75,,24.4,52,0,
2022-07-01,00:45:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.4,53,20.6,0,0,0,0,0,0,300,,24.4,53,0,
2022-07-01,00:50:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,52,20.6,0,0,0,0,0,0,75,,24.3,52,0,
2022-07-01,00:55:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,52,20.6,0,0,0,0,0,0,75,,24.3,52,0,
2022-07-01,01:00:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.4,0,0,0,0,0,0,300,,24.3,53,0,
2022-07-01,01:05:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.4,0,0,0,0,0,0,75,,24.3,53,0,
2022-07-01,01:10:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.4,0,0,0,0,0,0,75,,24.3,53,0,
2022-07-01,01:15:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.4,0,0,0,0,0,0,300,,24.3,53,0,
2022-07-01,01:20:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.4,0,0,0,0,0,0,75,,24.3,53,0,
2022-07-01,01:25:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.4,0,0,0,0,0,0,75,,24.3,53,0,
2022-07-01,01:30:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.2,0,0,0,0,0,0,300,,24.3,53,0,
2022-07-01,01:35:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.2,0,0,0,0,0,0,75,,24.3,53,0,
2022-07-01,01:40:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.2,0,0,0,0,0,0,75,,24.3,53,0,
2022-07-01,01:45:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.2,0,0,0,0,0,0,300,,24.3,53,0,
2022-07-01,01:50:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.3,53,20.2,0,0,0,0,0,0,75,,24.3,53,0,
2022-07-01,01:55:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.2,53,20.2,0,0,0,0,0,0,75,,24.2,53,0,
2022-07-01,02:00:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.2,53,20.1,0,0,0,0,0,0,300,,24.2,53,0,
2022-07-01,02:05:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.2,52,20.1,0,0,0,0,0,0,75,,24.2,52,0,
2022-07-01,02:10:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.2,53,20.1,0,0,0,0,0,0,75,,24.2,53,0,
2022-07-01,02:15:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.2,53,20.1,0,0,0,0,0,0,300,,24.2,53,0,
2022-07-01,02:20:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.2,53,20.1,0,0,0,0,0,0,75,,24.2,53,0,
2022-07-01,02:25:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,20.1,0,0,0,0,0,0,75,,24.1,53,0,
2022-07-01,02:30:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.9,0,0,0,0,0,0,300,,24.1,53,0,
2022-07-01,02:35:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.2,53,19.9,0,0,0,0,0,0,75,,24.2,53,0,
2022-07-01,02:40:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.9,0,0,0,0,0,0,75,,24.1,53,0,
2022-07-01,02:45:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.9,0,0,0,0,0,0,300,,24.1,53,0,
2022-07-01,02:50:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.9,0,0,0,0,0,0,75,,24.1,53,0,
2022-07-01,02:55:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.9,0,0,0,0,0,0,75,,24.1,53,0,
2022-07-01,03:00:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.7,0,0,0,0,0,0,300,,24.1,53,0,
2022-07-01,03:05:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.7,0,0,0,0,0,0,75,,24.1,53,0,
2022-07-01,03:10:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.7,0,0,0,0,0,0,75,,24.1,53,0,
2022-07-01,03:15:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.7,0,0,0,0,0,0,300,,24.1,53,0,
2022-07-01,03:20:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24.1,53,19.7,0,0,0,0,0,0,75,,24.1,53,0,
2022-07-01,03:25:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24,54,19.7,0,0,0,0,0,0,90,,24,54,0,
2022-07-01,03:30:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24,55,19.4,0,0,0,0,0,0,300,,24,55,0,
2022-07-01,03:35:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24,55,19.4,0,0,0,0,0,0,60,,24,55,0,
2022-07-01,03:40:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24,55,19.4,0,0,0,0,0,0,90,,24,55,0,
2022-07-01,03:45:00,auto,compressorCoolOff,,Sleep,25.1,20.1,24,55,19.4,0,0,0,0,0,0,300,,24,55,0,
2022-07-01,03:50:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,55,19.4,0,0,0,0,0,0,60,,23.9,55,0,
2022-07-01,03:55:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,55,19.4,0,0,0,0,0,0,90,,23.9,55,0,
2022-07-01,04:00:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,55,19.1,0,0,0,0,0,0,300,,23.9,55,0,
2022-07-01,04:05:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,55,19.1,0,0,0,0,0,0,60,,23.9,55,0,
2022-07-01,04:10:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,55,19.1,0,0,0,0,0,0,90,,23.9,55,0,
2022-07-01,04:15:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,55,19.1,0,0,0,0,0,0,300,,23.9,55,0,
2022-07-01,04:20:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,55,19.1,0,0,0,0,0,0,60,,23.9,55,0,
2022-07-01,04:25:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.1,0,0,0,0,0,0,90,,23.9,56,0,
2022-07-01,04:30:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.1,0,0,0,0,0,0,300,,23.9,56,0,
2022-07-01,04:35:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.1,0,0,0,0,0,0,60,,23.9,56,0,
2022-07-01,04:40:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.1,0,0,0,0,0,0,90,,23.9,56,0,
2022-07-01,04:45:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.1,0,0,0,0,0,0,300,,23.9,56,0,
2022-07-01,04:50:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.1,0,0,0,0,0,0,60,,23.9,56,0,
2022-07-01,04:55:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.1,0,0,0,0,0,0,90,,23.9,56,0,
2022-07-01,05:00:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.9,56,19.2,0,0,0,0,0,0,300,,23.9,56,0,
2022-07-01,05:05:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.8,56,19.2,0,0,0,0,0,0,60,,23.8,56,0,
2022-07-01,05:10:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.8,56,19.2,0,0,0,0,0,0,90,,23.8,56,0,
2022-07-01,05:15:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.8,56,19.2,0,0,0,0,0,0,300,,23.8,56,0,
2022-07-01,05:20:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.8,56,19.2,0,0,0,0,0,0,60,,23.8,56,0,
2022-07-01,05:25:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.8,56,19.2,0,0,0,0,0,0,90,,23.8,56,0,
2022-07-01,05:30:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.8,56,18.9,0,0,0,0,0,0,300,,23.8,56,0,
2022-07-01,05:35:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.8,56,18.9,0,0,0,0,0,0,60,,23.8,56,0,
2022-07-01,05:40:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,56,18.9,0,0,0,0,0,0,90,,23.7,56,0,
2022-07-01,05:45:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,56,18.9,0,0,0,0,0,0,300,,23.7,56,0,
2022-07-01,05:50:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,56,18.9,0,0,0,0,0,0,60,,23.7,56,0,
2022-07-01,05:55:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,56,18.9,0,0,0,0,0,0,90,,23.7,56,0,
2022-07-01,06:00:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,57,18.9,0,0,0,0,0,0,300,,23.7,57,0,
2022-07-01,06:05:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,57,18.9,0,0,0,0,0,0,60,,23.7,57,0,
2022-07-01,06:10:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,57,18.9,0,0,0,0,0,0,90,,23.7,57,0,
2022-07-01,06:15:00,auto,compressorCoolOff,,Sleep,25.1,20.1,23.7,57,18.9,0,0,0,0,0,0,300,,23.7,57,0,
